,val
0,1.6790619e-06
1,0.37240443
2,8.040208e-07
3,0.7155625
4,1.7942439e-05
5,1.2420649e-05
6,4.9845306e-07
7,5.636899e-05
8,5.783005e-07
9,7.0566486e-05
10,3.2946728e-06
11,2.645337e-06
12,0.000114074726
13,7.827873e-05
14,1.3586159e-06
15,3.1326402e-07
16,0.005841057
17,1.5402343e-06
18,0.0047458643
19,0.21306102
20,0.009463396
21,0.00036541335
22,2.3108566e-06
23,8.023028e-07
24,0.9776493
25,1.8296399e-06
26,1.4265722e-06
27,3.5126398e-06
28,4.5047634e-07
29,5.141702e-07
30,5.0673716e-06
31,2.4262057e-05
32,0.00016508339
33,1.5472067e-06
34,1.2396437e-05
35,3.7591574e-06
36,4.3874957e-07
37,1.9214482e-05
38,1.0521877e-06
39,3.7972375e-05
40,0.0006094353
41,0.00019823486
42,0.025096333
43,0.005176301
44,5.6354318e-05
45,1.5564132e-06
46,1.2568928e-05
47,0.0007525212
48,7.74694e-07
49,9.723076e-07
50,7.198718e-06
51,3.7325933e-07
52,3.9758525e-05
53,6.1051065e-07
54,2.9848337e-07
55,2.9149887e-06
56,5.084815e-07
57,4.92334e-05
58,1.7618514e-06
59,0.0005856745
60,3.1695986e-06
61,3.325736e-05
62,4.277075e-06
63,0.00073230895
64,8.590562e-06
65,3.3180502e-06
66,4.908427e-06
67,1.6972688e-06
68,0.0003387286
69,3.39657e-06
70,3.8366684e-07
71,0.12837899
72,1.0482856e-06
73,0.12855846
74,8.855859e-05
75,0.00024485556
76,3.600912e-06
77,9.2449864e-07
78,0.023165489
79,3.651561e-05
80,0.00067486643
81,8.7357233e-07
82,2.3916737e-06
83,2.8865368e-06
84,1.2517148e-06
85,0.0006782241
86,3.3673678e-05
87,0.9993917
88,3.0560004e-06
89,4.0922333e-07
90,9.470352e-05
91,4.9054415e-06
92,1.1754429e-05
93,0.0037269793
94,0.6134917
95,1.3748943e-06
96,0.009820068
97,2.3174907e-06
98,0.0014527293
99,1.3772027e-06
100,0.115614004
101,1.1346641e-06
102,2.5968993e-06
103,2.0934081e-07
104,0.024596099
105,4.0401665e-07
106,0.6416711
107,5.2295185e-05
108,3.0926054e-05
109,7.078634e-05
110,5.335613e-07
111,2.7807067e-07
112,0.00042203147
113,0.00030878375
114,3.9294537e-06
115,3.6848039e-07
116,1.091045e-06
117,0.0018652643
118,4.6583527e-06
119,1.7196191e-07
120,2.619429e-06
121,6.2216196e-07
122,0.0031271293
123,1.739478e-06
124,5.8425144e-06
125,2.050444e-06
126,3.510848e-06
127,2.3960225e-05
128,8.770189e-07
129,0.0015308697
130,2.291127e-06
131,7.2362946e-07
132,0.00074707513
133,0.00016947603
134,2.7531147e-05
135,2.7386166e-06
136,8.392268e-06
137,1.6460035e-06
138,3.738098e-05
139,1.7726054e-05
